"","name","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"28","Microglia_1_iter6","brown",TRUE,5.89080762531055e-08,4941,420,192,0.457142857142857,0.0388585306618094,"GO:1901564","GO:BP","organonitrogen compound metabolic process",16178,22098,"GO:0006807, GO:0071704"
"29","Microglia_1_iter6","brown",TRUE,4.61699235973865e-07,7881,420,268,0.638095238095238,0.0340058368227382,"GO:0043170","GO:BP","macromolecule metabolic process",16178,10919,"GO:0071704"
"30","Microglia_1_iter6","brown",TRUE,7.68396881860476e-07,8309,420,278,0.661904761904762,0.0334576964737032,"GO:0006807","GO:BP","nitrogen compound metabolic process",16178,2516,"GO:0008152"
"31","Microglia_1_iter6","brown",TRUE,9.35027561035983e-07,734,420,50,0.119047619047619,0.0681198910081744,"GO:0006518","GO:BP","peptide metabolic process",16178,2266,"GO:0043603, GO:1901564"
"32","Microglia_1_iter6","brown",TRUE,2.55210955781734e-06,6604,420,232,0.552380952380952,0.0351302241066021,"GO:0044249","GO:BP","cellular biosynthetic process",16178,11305,"GO:0009058, GO:0044237"
"33","Microglia_1_iter6","brown",TRUE,6.46185160610346e-06,6662,420,232,0.552380952380952,0.0348243770639448,"GO:1901576","GO:BP","organic substance biosynthetic process",16178,22106,"GO:0009058, GO:0071704"
"34","Microglia_1_iter6","brown",TRUE,6.71242203126677e-06,6702,420,233,0.554761904761905,0.0347657415696807,"GO:0009058","GO:BP","biosynthetic process",16178,3271,"GO:0008152"
"35","Microglia_1_iter6","brown",TRUE,7.97700826167212e-06,569,420,41,0.0976190476190476,0.0720562390158172,"GO:0006412","GO:BP","translation",16178,2194,"GO:0009059, GO:0010467, GO:0019538, GO:0043043"
"36","Microglia_1_iter6","brown",TRUE,8.22395470004647e-06,5826,420,209,0.497619047619048,0.035873669756265,"GO:0009059","GO:BP","macromolecule biosynthetic process",16178,3272,"GO:0043170, GO:0044249, GO:1901576"
"37","Microglia_1_iter6","brown",TRUE,8.71165174241127e-06,188,420,22,0.0523809523809524,0.117021276595745,"GO:0034976","GO:BP","response to endoplasmic reticulum stress",16178,9048,"GO:0033554"
"38","Microglia_1_iter6","brown",TRUE,1.21739019760825e-05,9757,420,309,0.735714285714286,0.0316695705647228,"GO:0008152","GO:BP","metabolic process",16178,3159,"GO:0008150"
"39","Microglia_1_iter6","brown",TRUE,1.64535789685264e-05,977,420,57,0.135714285714286,0.0583418628454452,"GO:0043603","GO:BP","amide metabolic process",16178,11152,"GO:0006807"
"40","Microglia_1_iter6","brown",TRUE,1.78328001117108e-05,9325,420,298,0.70952380952381,0.0319571045576408,"GO:0071704","GO:BP","organic substance metabolic process",16178,17374,"GO:0008152"
"41","Microglia_1_iter6","brown",TRUE,2.1458589873434e-05,8726,420,283,0.673809523809524,0.0324318129727252,"GO:0044238","GO:BP","primary metabolic process",16178,11300,"GO:0008152"
"42","Microglia_1_iter6","brown",TRUE,2.26027862250275e-05,590,420,41,0.0976190476190476,0.0694915254237288,"GO:0043043","GO:BP","peptide biosynthetic process",16178,10843,"GO:0006518, GO:0043604, GO:1901566"
"43","Microglia_1_iter6","brown",TRUE,2.89770754374841e-05,293,420,27,0.0642857142857143,0.0921501706484642,"GO:0006417","GO:BP","regulation of translation",16178,2198,"GO:0006412, GO:0010608, GO:0034248, GO:0051246"
"44","Microglia_1_iter6","brown",TRUE,4.39700238620131e-05,1192,420,64,0.152380952380952,0.0536912751677852,"GO:0046907","GO:BP","intracellular transport",16178,12847,"GO:0006810, GO:0051641, GO:0051649"
"45","Microglia_1_iter6","brown",TRUE,4.92431477018953e-05,2744,420,116,0.276190476190476,0.0422740524781341,"GO:0051641","GO:BP","cellular localization",16178,14309,"GO:0009987, GO:0051179"
"46","Microglia_1_iter6","brown",TRUE,5.87137752630476e-05,1452,420,73,0.173809523809524,0.0502754820936639,"GO:1901566","GO:BP","organonitrogen compound biosynthetic process",16178,22100,"GO:1901564, GO:1901576"
"47","Microglia_1_iter6","brown",TRUE,6.19273271178089e-05,708,420,45,0.107142857142857,0.0635593220338983,"GO:0043604","GO:BP","amide biosynthetic process",16178,11153,"GO:0043603, GO:0044271"
"48","Microglia_1_iter6","brown",TRUE,0.000113875764799677,798,420,48,0.114285714285714,0.0601503759398496,"GO:0033365","GO:BP","protein localization to organelle",16178,8456,"GO:0008104"
"49","Microglia_1_iter6","brown",TRUE,0.00012522418985301,556,420,38,0.0904761904761905,0.0683453237410072,"GO:0034660","GO:BP","ncRNA metabolic process",16178,9013,"GO:0016070"
"50","Microglia_1_iter6","brown",TRUE,0.000130424455442675,8651,420,278,0.661904761904762,0.0321350132932609,"GO:0044237","GO:BP","cellular metabolic process",16178,11299,"GO:0008152, GO:0009987"
"51","Microglia_1_iter6","brown",TRUE,0.000205898461428682,205,420,21,0.05,0.102439024390244,"GO:0016072","GO:BP","rRNA metabolic process",16178,5160,"GO:0034660"
"52","Microglia_1_iter6","brown",TRUE,0.000234384595389536,5388,420,191,0.454761904761905,0.035449146250928,"GO:0010467","GO:BP","gene expression",16178,4207,"GO:0009059"
"53","Microglia_1_iter6","brown",TRUE,0.000277857496135811,11,420,6,0.0142857142857143,0.545454545454545,"GO:0034975","GO:BP","protein folding in endoplasmic reticulum",16178,9047,"GO:0006457"
"54","Microglia_1_iter6","brown",TRUE,0.000284712983948277,348,420,28,0.0666666666666667,0.0804597701149425,"GO:0034248","GO:BP","regulation of amide metabolic process",16178,8813,"GO:0043603, GO:0051171"
"55","Microglia_1_iter6","brown",TRUE,0.000298083908748511,436,420,32,0.0761904761904762,0.073394495412844,"GO:0010608","GO:BP","post-transcriptional regulation of gene expression",16178,4305,"GO:0010468"
"56","Microglia_1_iter6","brown",TRUE,0.000427082523821879,18,420,7,0.0166666666666667,0.388888888888889,"GO:0006613","GO:BP","cotranslational protein targeting to membrane",16178,2355,"GO:0006612"
"57","Microglia_1_iter6","brown",TRUE,0.000598323110218491,1568,420,74,0.176190476190476,0.0471938775510204,"GO:0051649","GO:BP","establishment of localization in cell",16178,14317,"GO:0051234, GO:0051641"
"58","Microglia_1_iter6","brown",TRUE,0.000630978040999375,182,420,19,0.0452380952380952,0.104395604395604,"GO:0006457","GO:BP","protein folding",16178,2227,"GO:0009987, GO:0051604"
"59","Microglia_1_iter6","brown",TRUE,0.000657179698223743,1870,420,84,0.2,0.0449197860962567,"GO:0008104","GO:BP","protein localization",16178,3157,"GO:0070727"
"60","Microglia_1_iter6","brown",TRUE,0.000770373485301011,1877,420,84,0.2,0.0447522642514651,"GO:0070727","GO:BP","cellular macromolecule localization",16178,16772,"GO:0033036, GO:0051641"
"61","Microglia_1_iter6","brown",TRUE,0.00111225794055568,62,420,11,0.0261904761904762,0.17741935483871,"GO:0070972","GO:BP","protein localization to endoplasmic reticulum",16178,16904,"GO:0033365"
"62","Microglia_1_iter6","brown",TRUE,0.00113884067927412,1134,420,58,0.138095238095238,0.0511463844797178,"GO:0045184","GO:BP","establishment of protein localization",16178,11702,"GO:0008104, GO:0051234"
"63","Microglia_1_iter6","brown",TRUE,0.0019501290464593,405,420,29,0.0690476190476191,0.0716049382716049,"GO:0022613","GO:BP","ribonucleoprotein complex biogenesis",16178,6857,"GO:0044085"
"64","Microglia_1_iter6","brown",TRUE,0.00213640834929311,524,420,34,0.080952380952381,0.0648854961832061,"GO:0006886","GO:BP","intracellular protein transport",16178,2571,"GO:0008104, GO:0015031, GO:0046907"
"65","Microglia_1_iter6","brown",TRUE,0.0025709235092575,5519,420,190,0.452380952380952,0.0344265265446639,"GO:0034641","GO:BP","cellular nitrogen compound metabolic process",16178,9002,"GO:0006807, GO:0044237"
"66","Microglia_1_iter6","brown",TRUE,0.00344583040246647,33,420,8,0.019047619047619,0.242424242424242,"GO:0072599","GO:BP","establishment of protein localization to endoplasmic reticulum",16178,17981,"GO:0070972, GO:0072594"
"67","Microglia_1_iter6","brown",TRUE,0.0102844500531109,260,420,21,0.05,0.0807692307692308,"GO:0042254","GO:BP","ribosome biogenesis",16178,10405,"GO:0022613"
"68","Microglia_1_iter6","brown",TRUE,0.0107270568636495,371,420,26,0.0619047619047619,0.0700808625336927,"GO:0072594","GO:BP","establishment of protein localization to organelle",16178,17976,"GO:0033365, GO:0045184"
"69","Microglia_1_iter6","brown",TRUE,0.018888636863251,2254,420,91,0.216666666666667,0.0403726708074534,"GO:0033036","GO:BP","macromolecule localization",16178,8276,"GO:0051179"
"70","Microglia_1_iter6","brown",TRUE,0.0189233520827593,1782,420,76,0.180952380952381,0.042648709315376,"GO:0051246","GO:BP","regulation of protein metabolic process",16178,14041,"GO:0019538, GO:0051171, GO:0060255, GO:0080090"
"71","Microglia_1_iter6","brown",TRUE,0.0215155000809496,68,420,10,0.0238095238095238,0.147058823529412,"GO:0006487","GO:BP","protein N-linked glycosylation",16178,2245,"GO:0006486"
"72","Microglia_1_iter6","brown",TRUE,0.0481934853290743,46,420,8,0.019047619047619,0.173913043478261,"GO:0032527","GO:BP","protein exit from endoplasmic reticulum",16178,7897,"GO:0006886"
"73","Microglia_1_iter6","brown",TRUE,1.74546328007578e-14,10872,429,354,0.825174825174825,0.032560706401766,"GO:0043231","GO:CC","intracellular membrane-bounded organelle",16860,1883,"GO:0043227, GO:0043229"
"74","Microglia_1_iter6","brown",TRUE,1.48461137850572e-13,13667,429,405,0.944055944055944,0.0296334235750348,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"75","Microglia_1_iter6","brown",TRUE,7.12321085177586e-13,11983,429,373,0.869463869463869,0.0311274305265793,"GO:0043227","GO:CC","membrane-bounded organelle",16860,1879,"GO:0043226"
"76","Microglia_1_iter6","brown",TRUE,3.47612804952029e-12,11912,429,370,0.862470862470862,0.031061114842176,"GO:0043229","GO:CC","intracellular organelle",16860,1881,"GO:0005622, GO:0043226"
"77","Microglia_1_iter6","brown",TRUE,3.20741005282304e-10,5468,429,209,0.487179487179487,0.038222384784199,"GO:0043233","GO:CC","organelle lumen",16860,1885,"GO:0031974, GO:0043226"
"78","Microglia_1_iter6","brown",TRUE,3.20741005282304e-10,5468,429,209,0.487179487179487,0.038222384784199,"GO:0070013","GO:CC","intracellular organelle lumen",16860,2399,"GO:0043229, GO:0043233"
"79","Microglia_1_iter6","brown",TRUE,3.20741005282304e-10,5468,429,209,0.487179487179487,0.038222384784199,"GO:0031974","GO:CC","membrane-enclosed lumen",16860,1221,"GO:0110165"
"80","Microglia_1_iter6","brown",TRUE,4.61372252923324e-10,10755,429,340,0.792540792540793,0.0316132031613203,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"81","Microglia_1_iter6","brown",TRUE,3.6206062888149e-09,12730,429,379,0.883449883449883,0.0297721916732129,"GO:0043226","GO:CC","organelle",16860,1878,"GO:0110165"
"82","Microglia_1_iter6","brown",TRUE,1.49167370110461e-08,4051,429,163,0.37995337995338,0.0402369785238213,"GO:0012505","GO:CC","endomembrane system",16860,687,"GO:0110165"
"83","Microglia_1_iter6","brown",TRUE,5.96675329348171e-07,5231,429,191,0.445221445221445,0.0365130950105142,"GO:0005829","GO:CC","cytosol",16860,380,"GO:0005737, GO:0110165"
"84","Microglia_1_iter6","brown",TRUE,2.10546496613705e-06,117,429,17,0.0396270396270396,0.145299145299145,"GO:0140534","GO:CC","endoplasmic reticulum protein-containing complex",16860,3559,"GO:0005783, GO:0032991"
"85","Microglia_1_iter6","brown",TRUE,2.27227923874795e-06,1695,429,82,0.191142191142191,0.048377581120944,"GO:0005783","GO:CC","endoplasmic reticulum",16860,348,"GO:0005737, GO:0012505, GO:0043231"
"86","Microglia_1_iter6","brown",TRUE,3.47244278167258e-06,1142,429,62,0.144522144522145,0.0542907180385289,"GO:0031984","GO:CC","organelle subcompartment",16860,1230,"GO:0043227, GO:0043229, GO:0110165"
"87","Microglia_1_iter6","brown",TRUE,3.47338533024899e-06,2924,429,121,0.282051282051282,0.0413816689466484,"GO:0031090","GO:CC","organelle membrane",16860,1045,"GO:0016020, GO:0043227"
"88","Microglia_1_iter6","brown",TRUE,6.46237103907092e-06,867,429,51,0.118881118881119,0.0588235294117647,"GO:0098827","GO:CC","endoplasmic reticulum subcompartment",16860,3269,"GO:0005783, GO:0031984"
"89","Microglia_1_iter6","brown",TRUE,8.69812301243149e-06,875,429,51,0.118881118881119,0.0582857142857143,"GO:0042175","GO:CC","nuclear outer membrane-endoplasmic reticulum membrane network",16860,1778,"GO:0012505, GO:0016020"
"90","Microglia_1_iter6","brown",TRUE,1.08622237893421e-05,855,429,50,0.116550116550117,0.0584795321637427,"GO:0005789","GO:CC","endoplasmic reticulum membrane",16860,354,"GO:0031090, GO:0042175, GO:0098827"
"91","Microglia_1_iter6","brown",TRUE,2.52848214259973e-05,5725,429,198,0.461538461538462,0.0345851528384279,"GO:0032991","GO:CC","protein-containing complex",16860,1340,"GO:0005575"
"92","Microglia_1_iter6","brown",TRUE,3.41109080818937e-05,4410,429,161,0.375291375291375,0.0365079365079365,"GO:0031981","GO:CC","nuclear lumen",16860,1227,"GO:0005634, GO:0070013"
"93","Microglia_1_iter6","brown",TRUE,4.78123624309666e-05,1199,429,61,0.142191142191142,0.0508757297748123,"GO:0140513","GO:CC","nuclear protein-containing complex",16860,3557,"GO:0005634, GO:0032991"
"94","Microglia_1_iter6","brown",TRUE,0.000157604836141397,618,429,38,0.0885780885780886,0.0614886731391586,"GO:1990904","GO:CC","ribonucleoprotein complex",16860,4043,"GO:0032991"
"95","Microglia_1_iter6","brown",TRUE,0.000183178085643725,428,429,30,0.0699300699300699,0.0700934579439252,"GO:0005667","GO:CC","transcription regulator complex",16860,262,"GO:0032991"
"96","Microglia_1_iter6","brown",TRUE,0.000648355752662677,4111,429,147,0.342657342657343,0.0357577231817076,"GO:0005654","GO:CC","nucleoplasm",16860,252,"GO:0031981, GO:0110165"
"97","Microglia_1_iter6","brown",TRUE,0.00428998015989218,877,429,44,0.102564102564103,0.0501710376282782,"GO:0140535","GO:CC","intracellular protein-containing complex",16860,3560,"GO:0032991"
"98","Microglia_1_iter6","brown",TRUE,0.0114228272879827,16,429,5,0.0116550116550117,0.3125,"GO:0030127","GO:CC","COPII vesicle coat",16860,903,"GO:0012507, GO:0030120"
"99","Microglia_1_iter6","brown",TRUE,0.017872228766274,290,429,20,0.0466200466200466,0.0689655172413793,"GO:0005788","GO:CC","endoplasmic reticulum lumen",16860,353,"GO:0005783, GO:0070013"
"100","Microglia_1_iter6","brown",TRUE,0.0430211322003845,879,429,41,0.0955710955710956,0.0466439135381115,"GO:0005730","GO:CC","nucleolus",16860,305,"GO:0031981, GO:0043232"
"101","Microglia_1_iter6","brown",TRUE,0.0479047700075099,21,429,5,0.0116550116550117,0.238095238095238,"GO:1990391","GO:CC","DNA repair complex",16860,3896,"GO:1902494"
"102","Microglia_1_iter6","brown",TRUE,6.40011886707047e-13,1506,434,91,0.209677419354839,0.0604249667994688,"GO:0003723","GO:MF","RNA binding",17314,346,"GO:0003676"
"103","Microglia_1_iter6","brown",TRUE,4.55799098162658e-05,13965,434,390,0.898617511520737,0.0279269602577873,"GO:0005515","GO:MF","protein binding",17314,1492,"GO:0005488"
"104","Microglia_1_iter6","brown",TRUE,8.95682818138524e-05,4187,434,152,0.350230414746544,0.0363028421304036,"GO:0097159","GO:MF","organic cyclic compound binding",17314,9069,"GO:0005488"
"105","Microglia_1_iter6","brown",TRUE,0.000912068118462521,3391,434,125,0.288018433179723,0.0368622825125332,"GO:0003676","GO:MF","nucleic acid binding",17314,323,"GO:0097159"
"106","Microglia_1_iter6","brown",TRUE,0.00112781394455935,17,434,6,0.0138248847926267,0.352941176470588,"GO:0070628","GO:MF","proteasome binding",17314,8690,"GO:0044877"
"107","Microglia_1_iter6","brown",TRUE,0.0060382744646216,105,434,12,0.0276497695852535,0.114285714285714,"GO:0051082","GO:MF","unfolded protein binding",17314,7949,"GO:0005515"
"108","Microglia_1_iter6","brown",TRUE,0.00811569891746911,91,434,11,0.0253456221198157,0.120879120879121,"GO:0043022","GO:MF","ribosome binding",17314,5704,"GO:0043021"
"109","Microglia_1_iter6","brown",TRUE,0.00982069967691355,417,434,26,0.0599078341013825,0.0623501199040767,"GO:0017111","GO:MF","ribonucleoside triphosphate phosphatase activity",17314,3149,"GO:0016462"
"110","Microglia_1_iter6","brown",TRUE,0.0206640376386174,1802,434,72,0.165898617511521,0.0399556048834628,"GO:0019899","GO:MF","enzyme binding",17314,3728,"GO:0005515"
"111","Microglia_1_iter6","brown",TRUE,0.0315385801047612,473,434,27,0.0622119815668203,0.0570824524312896,"GO:0016817","GO:MF","hydrolase activity, acting on acid anhydrides",17314,3001,"GO:0016787"
"112","Microglia_1_iter6","brown",TRUE,0.0315385801047612,473,434,27,0.0622119815668203,0.0570824524312896,"GO:0016818","GO:MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",17314,3002,"GO:0016817"
"113","Microglia_1_iter6","brown",TRUE,0.0315385801047612,473,434,27,0.0622119815668203,0.0570824524312896,"GO:0016462","GO:MF","pyrophosphatase activity",17314,2808,"GO:0016818"
"114","Microglia_1_iter6","brown",TRUE,0.0376553452431443,15291,434,407,0.93778801843318,0.0266169642273233,"GO:0005488","GO:MF","binding",17314,1480,"GO:0003674"
"115","Microglia_1_iter6","brown",TRUE,0.0405633788016697,73,434,9,0.0207373271889401,0.123287671232877,"GO:0008135","GO:MF","translation factor activity, RNA binding",17314,1572,"GO:0090079"
"116","Microglia_1_iter6","brown",TRUE,8.61027358118507e-18,168,229,33,0.14410480349345,0.196428571428571,"KEGG:04141","KEGG","Protein processing in endoplasmic reticulum",8484,278,"KEGG:00000"
"117","Microglia_1_iter6","brown",TRUE,0.016565200852128,31,229,6,0.0262008733624454,0.193548387096774,"KEGG:03060","KEGG","Protein export",8484,217,"KEGG:00000"
"118","Microglia_1_iter6","brown",TRUE,3.17545668421264e-07,1946,311,100,0.321543408360129,0.0513874614594039,"REAC:R-HSA-392499","REAC","Metabolism of proteins",10842,1390,"REAC:0000000"
"119","Microglia_1_iter6","brown",TRUE,2.72546107007434e-05,305,311,28,0.090032154340836,0.0918032786885246,"REAC:R-HSA-446203","REAC","Asparagine N-linked glycosylation",10842,164,"REAC:R-HSA-597592"
"120","Microglia_1_iter6","brown",TRUE,0.000668481980328919,1419,311,71,0.228295819935691,0.0500352360817477,"REAC:R-HSA-597592","REAC","Post-translational protein modification",10842,1726,"REAC:R-HSA-392499"
"121","Microglia_1_iter6","brown",TRUE,0.0018460253374298,292,311,24,0.0771704180064309,0.0821917808219178,"REAC:R-HSA-72766","REAC","Translation",10842,2488,"REAC:R-HSA-392499"
"122","Microglia_1_iter6","brown",TRUE,0.00269711549455569,35,311,8,0.0257234726688103,0.228571428571429,"REAC:R-HSA-532668","REAC","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",10842,1460,"REAC:R-HSA-446203"
"123","Microglia_1_iter6","brown",TRUE,0.00727845912516758,29,311,7,0.022508038585209,0.241379310344828,"REAC:R-HSA-983170","REAC","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",10842,146,"REAC:R-HSA-983169"
"124","Microglia_1_iter6","brown",TRUE,0.040446287067316,26,311,6,0.0192926045016077,0.230769230769231,"REAC:R-HSA-901042","REAC","Calnexin/calreticulin cycle",10842,295,"REAC:R-HSA-532668"
"125","Microglia_1_iter6","cyan",TRUE,8.05080857570209e-06,149,235,15,0.0638297872340425,0.100671140939597,"GO:0006403","GO:BP","RNA localization",16178,2188,"GO:0033036"
"126","Microglia_1_iter6","cyan",TRUE,3.43514242011882e-05,6604,235,138,0.587234042553191,0.0208964264082374,"GO:0044249","GO:BP","cellular biosynthetic process",16178,11305,"GO:0009058, GO:0044237"
"127","Microglia_1_iter6","cyan",TRUE,3.7754418641037e-05,612,235,29,0.123404255319149,0.0473856209150327,"GO:0016071","GO:BP","mRNA metabolic process",16178,5159,"GO:0016070"
"128","Microglia_1_iter6","cyan",TRUE,4.49335642263805e-05,5388,235,119,0.506382978723404,0.0220861172976986,"GO:0010467","GO:BP","gene expression",16178,4207,"GO:0009059"
"129","Microglia_1_iter6","cyan",TRUE,6.38562062942535e-05,66,235,10,0.0425531914893617,0.151515151515152,"GO:0061077","GO:BP","chaperone-mediated protein folding",16178,15672,"GO:0006457"
"130","Microglia_1_iter6","cyan",TRUE,6.5150803312803e-05,6662,235,138,0.587234042553191,0.0207145001501051,"GO:1901576","GO:BP","organic substance biosynthetic process",16178,22106,"GO:0009058, GO:0071704"
"131","Microglia_1_iter6","cyan",TRUE,7.91149718410112e-05,5757,235,124,0.527659574468085,0.0215389960048636,"GO:0019222","GO:BP","regulation of metabolic process",16178,5789,"GO:0008152, GO:0050789"
"132","Microglia_1_iter6","cyan",TRUE,8.79956549916112e-05,5130,235,114,0.485106382978723,0.0222222222222222,"GO:0046483","GO:BP","heterocycle metabolic process",16178,12593,"GO:0044237"
"133","Microglia_1_iter6","cyan",TRUE,9.90710011598843e-05,69,235,10,0.0425531914893617,0.144927536231884,"GO:0006406","GO:BP","mRNA export from nucleus",16178,2191,"GO:0006405, GO:0010467, GO:0051028"
"134","Microglia_1_iter6","cyan",TRUE,0.000100480140642176,6702,235,138,0.587234042553191,0.0205908683974933,"GO:0009058","GO:BP","biosynthetic process",16178,3271,"GO:0008152"
"135","Microglia_1_iter6","cyan",TRUE,0.00010536032808269,7881,235,155,0.659574468085106,0.0196675548788225,"GO:0043170","GO:BP","macromolecule metabolic process",16178,10919,"GO:0071704"
"136","Microglia_1_iter6","cyan",TRUE,0.000121347357520827,182,235,15,0.0638297872340425,0.0824175824175824,"GO:0006457","GO:BP","protein folding",16178,2227,"GO:0009987, GO:0051604"
"137","Microglia_1_iter6","cyan",TRUE,0.00013029089712048,90,235,11,0.0468085106382979,0.122222222222222,"GO:0006405","GO:BP","RNA export from nucleus",16178,2190,"GO:0050658, GO:0051168"
"138","Microglia_1_iter6","cyan",TRUE,0.000141445530151227,5297,235,116,0.493617021276596,0.021899188219747,"GO:0060255","GO:BP","regulation of macromolecule metabolic process",16178,14938,"GO:0019222, GO:0043170"
"139","Microglia_1_iter6","cyan",TRUE,0.000169644924577317,5313,235,116,0.493617021276596,0.0218332392245436,"GO:0031323","GO:BP","regulation of cellular metabolic process",16178,7372,"GO:0019222, GO:0044237, GO:0050794"
